starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 10 01:55:11 2019	1547052911	0	44	45	1
Thu Jan 10 01:55:02 2019	1547052902	0	44	45	1
Thu Jan 10 01:55:01 2019	1547052901	0	45	46	1
Thu Jan 10 01:55:11 2019	1547052911	0	45	46	1
Thu Jan 10 01:55:00 2019	1547052900	0	45	46	1
Thu Jan 10 01:55:11 2019	1547052911	0	46	47	1
Thu Jan 10 01:55:01 2019	1547052901	0	47	48	1
Thu Jan 10 01:55:03 2019	1547052903	0	47	48	1
Thu Jan 10 01:55:13 2019	1547052913	0	48	48	1
Thu Jan 10 01:55:10 2019	1547052910	0	48	48	1
Thu Jan 10 01:55:01 2019	1547052901	0	48	49	1
Thu Jan 10 01:55:00 2019	1547052900	0	49	49	1
Thu Jan 10 01:55:13 2019	1547052913	0	49	49	1
Thu Jan 10 01:55:01 2019	1547052901	0	49	50	34
Thu Jan 10 01:55:02 2019	1547052902	0	50	50	1
Thu Jan 10 01:55:11 2019	1547052911	0	50	51	1
Thu Jan 10 01:55:01 2019	1547052901	0	50	51	1
Thu Jan 10 01:55:10 2019	1547052910	0	51	52	1
Thu Jan 10 01:55:12 2019	1547052912	0	52	52	1
Thu Jan 10 01:55:01 2019	1547052901	0	52	52	1
Thu Jan 10 01:55:02 2019	1547052902	0	53	53	1
Thu Jan 10 01:55:00 2019	1547052900	0	53	53	1
Thu Jan 10 01:55:12 2019	1547052912	0	53	54	1
Thu Jan 10 01:55:01 2019	1547052901	0	54	54	1
Thu Jan 10 01:55:01 2019	1547052901	0	54	54	1
Thu Jan 10 01:55:10 2019	1547052910	0	54	54	1
Thu Jan 10 01:55:10 2019	1547052910	0	55	55	38
Thu Jan 10 01:55:10 2019	1547052910	0	55	55	1
Thu Jan 10 01:55:12 2019	1547052912	0	55	55	1
Thu Jan 10 01:55:10 2019	1547052910	0	55	55	1
Thu Jan 10 01:55:12 2019	1547052912	0	56	56	1
Thu Jan 10 01:55:01 2019	1547052901	0	56	56	1
Thu Jan 10 01:55:13 2019	1547052913	0	57	57	1
Thu Jan 10 01:55:00 2019	1547052900	0	57	57	1
Thu Jan 10 01:55:03 2019	1547052903	0	57	57	1
Thu Jan 10 01:55:12 2019	1547052912	0	58	58	42
Thu Jan 10 01:55:02 2019	1547052902	0	58	58	1
Thu Jan 10 01:55:09 2019	1547052909	0	59	59	1
Thu Jan 10 01:55:02 2019	1547052902	0	59	59	1
Thu Jan 10 01:55:12 2019	1547052912	0	59	59	1
Thu Jan 10 01:55:11 2019	1547052911	0	60	60	1
Thu Jan 10 01:55:10 2019	1547052910	0	60	60	1
Thu Jan 10 01:55:11 2019	1547052911	0	61	61	1
Thu Jan 10 01:55:10 2019	1547052910	0	61	61	1
Thu Jan 10 01:55:13 2019	1547052913	0	61	61	1
Thu Jan 10 01:55:01 2019	1547052901	0	63	63	1
Thu Jan 10 01:55:10 2019	1547052910	0	63	63	1
Thu Jan 10 01:55:13 2019	1547052913	0	63	64	1
Thu Jan 10 01:55:11 2019	1547052911	0	64	64	1
Thu Jan 10 01:55:10 2019	1547052910	0	65	65	1
Thu Jan 10 01:55:10 2019	1547052910	0	65	65	1
Thu Jan 10 01:55:11 2019	1547052911	0	65	65	1
Thu Jan 10 01:55:01 2019	1547052901	0	65	66	1
Thu Jan 10 01:55:03 2019	1547052903	0	66	66	1
Thu Jan 10 01:55:11 2019	1547052911	0	66	66	1
Thu Jan 10 01:55:13 2019	1547052913	0	68	68	52
Thu Jan 10 01:55:10 2019	1547052910	0	68	68	1
Thu Jan 10 01:55:00 2019	1547052900	0	68	68	1
Thu Jan 10 01:55:11 2019	1547052911	0	68	68	1
Thu Jan 10 01:55:13 2019	1547052913	0	68	68	1
Thu Jan 10 01:55:01 2019	1547052901	0	69	70	1
Thu Jan 10 01:55:00 2019	1547052900	0	69	70	1
Thu Jan 10 01:55:10 2019	1547052910	0	70	70	1
Thu Jan 10 01:55:12 2019	1547052912	0	69	70	1
Thu Jan 10 01:55:02 2019	1547052902	0	73	73	1
Thu Jan 10 01:55:11 2019	1547052911	0	74	74	1
Thu Jan 10 01:55:09 2019	1547052909	0	75	75	52
Thu Jan 10 01:55:02 2019	1547052902	0	75	76	1
Thu Jan 10 01:55:09 2019	1547052909	0	77	77	1
Thu Jan 10 01:55:03 2019	1547052903	0	78	78	1
Thu Jan 10 01:55:12 2019	1547052912	0	84	84	1
Thu Jan 10 01:55:12 2019	1547052912	0	89	90	1
Thu Jan 10 01:55:02 2019	1547052902	0	99	99	1
Thu Jan 10 01:55:03 2019	1547052903	0	193	193	1
Thu Jan 10 01:55:09 2019	1547052909	0	497	497	20
Thu Jan 10 01:55:08 2019	1547052908	0	850	850	559
Thu Jan 10 01:55:07 2019	1547052907	0	1097	1098	492
Thu Jan 10 01:55:03 2019	1547052903	0	1756	1756	1296
Thu Jan 10 01:55:05 2019	1547052905	0	1900	1900	822
